anime_id,numberofviews,popularity
34309,1,9565
2457,83,6983
8554,10,9471
30868,663,2149
13441,46,9245
16646,71,7040
14467,8196,121
37148,18,7782
284,270,3823
14967,7822,225
35224,102,4571
1738,535,3180
141,310,3946
19769,3023,592
16740,59,7516
30812,166,4956
12967,3385,635
86,731,2544
444,888,2848
11359,972,2415
2010,149,5952
4793,1942,2230
33524,1230,1810
28623,6513,131
21603,4932,256
1952,457,3484
36186,174,5577
3057,765,3260
20787,8278,92
25437,390,3115
13469,3761,969
34207,1,12866
2269,431,4032
7066,366,4357
452,3170,1357
34337,112,4903
34905,3,8201
18411,1290,1764
5717,1348,2259
32879,136,5756
12433,192,5726
8358,118,6105
1295,141,5911
19,4586,152
34792,155,3325
2248,3795,1467
1885,28,7694
31530,44,5604
1782,70,7204
34851,2,12669
3572,3586,791
31055,4,9006
2813,272,5365
34940,3,8489
8039,187,4800
4214,8415,269
14059,27,8577
19117,1774,1208
25457,102,6181
35203,2286,550
24123,44,7888
31324,726,2152
30016,1549,667
28883,963,1417
5670,446,3106
4151,1396,1727
378,204,5748
34864,14,10139
34966,450,2107
6509,59,7295
34721,7,11974
9506,135,6825
22135,2665,563
34628,1,13438
33314,86,4251
19489,2691,859
28791,1067,1422
9220,534,3971
12709,126,5076
33037,224,2987
22071,1126,2319
32402,2,10529
7110,615,3329
34321,1909,1190
35658,42,5049
28853,91,6536
18857,3976,936
4062,19,7743
9539,668,2077
35298,407,2047
2132,902,3171
4163,2131,1859
11266,3260,1050
12531,4828,390
1810,1000,2015
1947,20,7811
20159,4124,728
2061,88,7150
33763,2,11936
1412,1174,1595
2867,457,3688
36108,325,2405
10801,358,4322
2983,154,5497
1879,134,5343
7578,56,7302
287,1010,2053
20187,289,4768
4725,5156,470
32548,35,7348
34055,1434,1159
34016,24,4948
10572,1820,1385
3919,144,5878
26011,10,11724
5689,10,9254
81,1647,1668
2123,718,3116
2734,119,6148
7651,86,4758
34839,245,2553
32023,835,1406
36775,8,6297
10834,718,2378
12991,52,6761
448,2195,2018
837,1502,2391
4494,120,6536
2325,248,4986
3433,11,9901
348,627,3175
2730,215,4906
31754,683,2552
17205,479,3259
35883,147,4970
30015,6691,126
3972,1220,1268
35997,247,2349
2933,15,8181
3576,250,4217
3503,5291,521
10711,3327,722
715,163,5724
3089,1709,1814
866,857,3118
1060,920,2158
16385,1208,1632
37408,25,8592
2978,177,4602
1494,310,4458
2829,274,3751
9365,15,9131
2747,159,4322
1193,143,5415
48,3932,650
19799,489,3081
12917,45,6864
29017,142,5613
18849,803,2640
23781,175,4454
3270,448,3250
18277,5484,178
34403,2404,499
34052,26,7567
3075,33,8722
3858,109,7291
31368,731,2285
240,4571,700
22433,1067,1335
34439,15,2562
20473,791,2836
34636,1822,707
6033,3488,498
30420,8,10320
49,2004,1807
13357,3444,842
937,912,2707
31580,4204,240
33231,113,5073
8763,2,10784
1535,27459,1
1704,153,4840
27891,1960,1413
15197,2354,1030
16255,5,10314
10740,841,2657
30381,200,5002
33299,364,2471
852,145,3846
615,512,3487
6093,6,9375
31890,209,3857
8394,83,5246
1094,1368,2497
9930,886,3384
7739,1891,2037
5177,3801,831
33741,109,5688
23409,15,9241
151,449,2994
12579,120,5057
12477,3101,602
15591,510,3492
2873,771,3375
2744,497,3310
6918,764,2860
22817,234,3588
30654,5083,134
30989,3,9973
6979,831,2465
425,261,4978
25045,805,2483
11597,9019,146
35202,46,5653
840,533,3262
1133,758,2609
12001,325,3330
31519,521,2645
12965,13,8780
3653,1157,1966
32739,60,7407
536,1146,2804
2911,210,5122
23209,1151,1307
1123,227,4597
32461,30,7816
4063,6784,291
2278,78,7717
33983,443,2291
33201,483,3901
1543,1118,2246
854,697,2917
31389,1525,1661
540,1004,2752
1721,609,2990
1892,21,9173
9773,37,8719
33532,112,3914
33499,10,10639
4723,4,8497
13159,78,4366
7308,25,7818
29976,1012,1375
25943,123,4978
1158,86,6989
34176,2078,628
11239,521,3069
1682,613,3201
986,3150,1372
35191,63,3415
10687,553,3059
37566,1,12205
34449,179,2457
2465,19,7940
6251,69,7168
318,1001,2617
24855,548,2124
1188,63,7323
2737,13,9628
19585,1,11043
13141,224,4205
2150,586,3637
8960,17,8419
2823,93,7267
34533,237,3285
300,837,2784
738,721,1942
34368,465,2025
8532,1133,2498
3712,9134,250
1923,179,5594
1049,272,3913
12281,754,2548
16498,21120,2
750,328,4054
33042,27,9591
14317,395,4622
31771,1115,1333
33161,1918,1049
9062,3846,468
35000,291,3373
1153,207,4530
35988,141,3359
1245,266,4733
30901,1344,1147
29325,568,2119
2697,10,9005
32,9426,216
31647,7,10671
2458,230,5196
2018,123,6376
4162,164,6028
1041,550,3943
8442,3,9581
1949,215,6350
23897,3,8781
3276,10,9924
22547,1820,943
1894,2724,1615
8235,48,7950
6217,100,6654
2016,211,5116
1766,90,7308
15793,880,1975
66,6299,369
5688,19,6863
3807,30,7481
1210,9573,132
1484,236,4825
10298,2257,1506
9310,172,5112
16914,188,4840
28701,6785,169
7108,197,5459
23375,7,7983
25965,14,10358
2383,150,5023
3006,31,6853
17777,2490,889
1100,73,6479
34208,58,4889
7969,195,4774
29603,1,10908
13333,2795,874
9735,660,2673
1724,42,5123
2705,274,4607
27737,24,6543
36969,6,13486
6171,1546,1441
36275,321,3294
36501,149,4856
1860,1667,1496
31789,125,4402
4981,2122,865
5252,1535,2268
402,59,7899
8211,617,3484
8214,22,9772
71,9993,187
3449,544,4042
22465,2,9918
2093,4,10581
485,465,3873
28497,5785,186
17919,543,2376
3734,62,7400
32089,3,10973
34933,4131,253
8993,19,9589
29067,3399,801
391,921,2786
2102,92,7114
3349,469,3114
204,1075,2576
36097,3,13273
1561,236,4371
554,800,2824
19751,1,12637
33546,40,7151
25835,3078,325
10481,11,10208
16444,2323,1403
8440,1785,1758
17641,3211,912
12145,28,8622
1528,54,8108
1486,725,1948
32981,628,1266
10045,2,10837
35575,2,13186
12413,4182,418
1350,261,4016
3359,1839,1611
2555,88,6721
12123,331,4451
8536,3232,996
1356,406,3017
32397,15,8119
513,7322,364
10464,1593,1548
2254,25,6559
31978,14,8811
10178,405,3224
5646,46,8155
1968,310,4278
1521,424,4103
33417,608,1954
7646,3,10348
6634,1827,1533
35516,1,9583
31147,847,1357
36915,340,3229
3538,118,6276
34716,10,11885
31137,56,7233
21067,859,2412
5968,104,5969
13939,2735,1078
637,888,3235
6361,1373,2431
32571,37,6732
36162,28,7339
11001,388,3251
8915,2963,855
24011,687,1837
3182,30,7893
28495,117,4144
3588,14239,23
24765,3843,352
187,2329,1310
1639,2828,1057
14511,1315,1827
186,2516,1136
31629,1032,1032
5865,76,7601
23283,9152,76
3900,6,8907
33019,334,2401
413,1966,1949
11879,667,2713
31521,183,4817
1505,1062,2276
19023,939,1863
14833,5199,315
5018,6,10275
1794,118,6340
6178,1816,1802
21765,3,11938
31710,1468,792
6971,13,8369
2357,173,5679
2468,76,6970
9330,3892,732
349,115,5613
13311,33,10136
37672,60,7274
35248,386,2027
33366,12,10177
873,1937,1391
13663,4276,405
6091,1,11146
13139,171,4586
10999,171,4329
4242,4,9364
24687,1600,1548
766,385,4113
550,4240,732
30549,226,3811
31737,3012,460
34734,90,6564
1667,21,8207
6811,3323,626
2594,1129,1908
464,2556,1586
2815,78,8164
33998,1,13022
2427,105,6191
35346,124,6150
2152,214,3788
592,42,7768
32851,5,12735
7058,1666,1243
2367,656,2571
1951,433,3135
5005,354,3037
1542,166,4485
32065,24,8976
10847,6,9794
34480,1228,1376
4492,88,6760
21103,228,4997
30870,102,3213
31652,109,5567
3131,13,9920
1455,304,4989
32262,2129,536
392,5687,246
27539,22,8834
8086,4131,448
644,1485,2455
30524,646,2468
21541,615,2618
13335,513,2826
26013,9,11757
33350,87,3916
5667,3978,862
32866,632,1951
5132,124,6658
20709,1690,927
2020,1361,2592
25303,1416,1652
544,272,4281
10779,583,2115
822,944,2567
33993,91,6000
682,425,3586
36756,21,8618
30039,29,6675
1802,228,4747
499,405,3775
23281,6110,180
4697,55,8198
7364,17,8373
36942,9,8682
35971,25,8475
2151,223,5708
6721,109,6886
34849,8,12671
25879,3087,674
30806,1234,1163
4075,88,6957
8312,96,7481
18191,2,11335
3537,419,3959
21075,216,4422
34394,53,5913
11977,3490,748
24277,1853,1140
19315,3078,809
4155,4326,755
36215,247,4090
34502,7,9890
4600,278,4069
1118,5518,927
570,2604,994
36102,8,13093
4855,24,8524
1929,302,3802
31109,691,1398
10736,54,7942
24075,1094,1520
28869,93,5589
226,20986,16
32801,1374,1294
36574,4,13146
5155,236,3696
5391,1879,1821
1555,1159,2194
5279,2118,1838
22123,1604,1584
18507,7177,151
4485,3,8468
3508,763,2480
32447,459,2226
5267,25,7668
9355,1492,1998
1317,319,4429
24169,143,5573
10737,719,3087
112,282,4462
21855,4129,398
10444,464,2983
1280,309,4126
150,6234,277
2131,4392,1033
7645,402,2945
2148,1727,2017
1592,491,2919
891,1760,1961
33818,359,3684
10479,246,3256
12483,20,8826
848,120,6635
34428,341,2346
1840,10445,206
35519,1,12794
23013,1,11649
30276,14887,5
31788,105,4744
9904,97,5772
25975,21,11179
1520,275,2715
22687,2584,640
5477,3,10752
327,326,3762
322,3923,822
15037,4235,424
11355,568,2933
1171,899,3030
231,181,4703
22877,3489,420
36799,8,12239
4555,125,6155
1279,283,4284
30714,763,1902
31608,149,5780
1842,1598,1824
21707,17,8042
36840,155,2994
6572,2702,1302
1852,1356,1504
32563,14,9394
18245,2455,642
5494,72,5579
10397,3023,873
31297,1985,951
10694,306,3766
10294,1482,1672
1620,50,7876
21167,1085,1627
1001,92,7482
3174,1014,3294
31866,19,6158
33491,53,5540
1577,422,3520
24365,985,2689
12753,963,1912
1671,52,7610
12293,5041,361
23871,49,7228
1400,336,4472
1566,2353,1187
32887,1954,524
5152,1875,2068
29814,5,12639
30346,1264,1242
25669,42,7183
914,259,3680
25971,11,10921
6198,412,3951
25649,1244,1370
3014,839,2661
1246,232,4109
580,284,4907
429,624,3604
6951,1205,2339
9774,450,4193
6787,347,3865
10417,1537,1929
691,115,3827
33502,2417,532
15391,630,3121
9969,3961,342
17341,617,3582
33697,147,5954
5462,372,4473
30453,3,10550
34148,857,1955
9837,11,8914
9130,1076,1819
7158,24,8917
32995,4553,238
8765,9,8683
35540,482,1895
2044,145,4307
20899,4193,321
62,2109,1405
1519,8686,264
5300,4980,558
1824,723,2479
388,368,3307
7711,4546,613
31326,841,1952
449,2903,1383
7334,479,2850
9095,12,9962
7088,7629,245
859,1761,1503
106,974,1936
31483,977,1956
2572,95,6962
4051,14,7960
30290,39,4728
18713,773,2724
5859,215,5360
13349,449,2744
27997,18,8696
6383,10,8558
30123,4190,269
32382,37,7802
30738,4,10545
14735,600,2770
25313,768,2688
5593,2530,1543
32717,57,3866
34012,1480,938
33899,5,3338
33713,126,6045
34402,161,4134
33668,349,2763
11135,852,1812
2008,37,8137
479,2081,1110
3375,1963,1878
10884,900,2306
8764,3,11236
20021,5341,486
61,5353,582
1244,46,7899
36018,4,10116
31593,63,4460
1477,171,5454
2204,176,4157
35905,879,1318
17739,318,4107
34289,215,3107
833,368,3769
35111,53,3720
9970,250,4488
5306,820,2420
33394,91,5050
10815,2,10979
1456,89,6092
1,13026,38
35241,849,1334
1742,46,7071
32446,66,8116
9756,13788,50
6919,775,2800
10109,646,2813
7017,2524,1729
11203,1,11924
7014,195,4527
31815,476,3071
2552,20,7337
2950,579,3147
2567,81,8156
18557,7,10073
4901,4110,595
1215,873,2886
437,5392,433
32388,4,12843
2130,1496,1462
10620,16173,12
252,847,2134
27521,4,11027
6425,765,2973
31050,184,4435
5074,1251,1928
16099,1431,1314
25777,8828,46
8888,3628,756
6988,87,7260
3641,353,4569
24727,289,3196
33363,40,7068
6087,18,9313
24975,48,8035
4798,709,3422
32228,408,3744
6413,45,8533
36517,172,2926
18661,1386,1429
5581,5,11141
2608,380,3125
22535,10615,42
24973,143,3711
32943,6,10709
1249,267,4045
1164,594,3091
6467,996,2195
2113,231,4456
4054,16,9825
10764,118,5928
2881,30,7746
3681,83,7105
356,13227,82
6658,8,9744
4037,921,2387
442,7771,548
24997,1594,1269
376,7596,608
30991,1146,1818
2225,746,2958
9712,1473,1603
4081,6145,229
1588,754,2687
666,881,1892
3582,91,7126
3167,3892,705
36288,8,6202
31202,7,10148
14277,598,3067
8937,6453,294
6909,72,7561
8097,134,5552
37175,28,5687
9716,140,5320
486,2944,560
10501,306,5282
13839,267,4407
4782,5,9818
8,392,3495
2092,9,9622
9041,8558,167
9617,4793,534
521,1193,1754
31454,42,7865
305,104,6351
30831,9385,58
14875,326,4051
3505,13,8196
27441,828,1637
426,511,3445
2729,256,5673
8078,600,3550
12455,172,4939
35347,81,6039
9883,30,6026
28305,10,11335
11807,91,5555
1817,1448,2648
35823,1109,1874
32383,121,5141
2582,204,3376
677,53,7162
710,3927,1026
22189,830,2022
12367,990,2055
2795,1682,1452
23199,5709,263
5029,628,3352
5681,9247,212
34376,142,4264
20075,2,11931
5760,14,6833
32607,1161,1194
964,211,5176
32686,2694,451
2290,408,4643
33446,124,4491
118,340,4386
2397,2433,1613
10628,284,4351
2494,3204,1122
24171,155,4949
21701,21,8798
2891,635,3202
29832,1,12471
52,1753,1663
796,51,7792
7876,21,9698
3127,92,6511
33934,254,4143
1981,164,5272
279,616,2390
32542,4574,218
1145,126,4174
577,202,4440
1302,203,4800
35114,177,3559
533,216,4595
2433,305,4701
10851,450,2538
904,3122,1265
35923,74,6323
974,1998,1508
23279,200,2311
37143,3,12233
32682,381,3252
31783,762,1873
25117,65,4706
1890,711,3722
32152,7,3469
15127,63,6893
31493,10,10483
3513,15,9504
6555,255,5085
2277,78,6607
3785,4563,451
19021,1414,1617
6901,32,7325
195,5292,732
15735,263,3985
25429,1754,955
3512,132,6477
35608,37,1644
14539,218,4226
23399,373,3548
16239,1150,2201
3600,28,7794
32832,3,8306
3231,1446,1655
10622,954,2540
22215,19,7313
1657,255,3834
31327,1080,1461
4596,1032,2214
518,81,5839
6351,7791,483
7728,696,2737
3088,1014,2787
31790,738,1622
23151,241,3400
8476,2508,1078
400,2746,904
5978,1813,2373
1988,273,3981
32438,2949,539
6674,11,9694
21215,17,8831
660,119,6237
16355,1994,1101
12815,495,1405
15323,1305,1974
8848,5,10729
15537,261,3627
2067,157,5964
2580,572,3837
4703,113,6116
969,3793,946
33770,26,9235
6746,14620,30
8654,153,4756
30686,83,6565
1485,263,3507
5075,23,7301
28155,572,2310
3228,3321,974
3447,432,3662
31997,98,5299
6166,3427,706
5151,8,9422
874,4518,725
3210,1636,2128
1865,185,4697
1129,186,6123
10092,2182,1673
13231,98,4755
4923,24,8063
11665,3499,633
6855,13,9632
27833,3274,429
2189,57,7198
29087,3,6762
5337,707,2451
6261,1,11014
5216,694,3351
5460,1071,2137
1013,852,1791
17947,104,4046
959,162,4518
15959,473,3068
25981,2,13056
6884,1806,1728
32379,2418,544
1626,107,6086
2402,286,2154
7902,1367,1829
35526,4,13133
8361,62,7304
36804,1,13953
18055,1148,1736
10379,3857,596
468,4176,805
29916,87,5702
5440,15,7832
16417,3993,452
2060,143,5521
36144,416,1782
32093,2906,478
6008,85,4666
32268,1818,919
13619,157,5134
457,6609,115
1398,360,3902
15347,29,8943
33371,348,2595
10187,1143,1985
309,103,5378
8561,1,11095
3594,1842,1378
897,3360,1244
33988,3312,436
15775,1355,1599
1237,1167,2674
21405,5129,346
20871,226,4380
1740,10,8636
20999,15,9478
2615,773,3678
8857,2386,1585
36032,119,5837
33032,636,2754
20951,45,8617
34036,178,3629
5529,385,4171
2835,27,5672
19647,2247,845
3901,5585,718
3245,50,7431
12769,12,9515
3455,7924,186
3596,19,9488
27991,2751,477
31675,108,4700
579,1094,2325
23037,474,2559
30413,472,3004
1869,993,3301
4000,77,7518
16528,2283,1139
344,244,4274
23,94,6186
6007,4708,852
3568,60,6757
35504,1,12252
23251,2446,753
31376,2654,572
3879,7,10279
31043,11598,40
1352,389,3370
33681,94,5068
36198,414,2088
12039,2,10312
15749,2,9390
17389,946,1621
17513,2946,540
15109,1475,1264
24471,243,3683
23587,1133,1610
879,653,2130
8409,11,9151
10201,94,7087
22683,7,11991
22145,3267,447
29095,3535,434
11633,7423,164
26007,5,12676
28619,1655,1017
19951,1535,1438
2741,7,10192
12317,1561,1490
30925,875,2773
12487,1650,1393
13843,113,4554
7079,2295,1390
3854,33,7397
8655,153,5383
25635,75,5793
2725,406,4300
201,797,2879
6633,1296,1869
1348,242,4541
5072,362,4208
4884,2584,941
36796,40,4930
5051,98,6854
33047,676,1093
34948,21,8702
31757,2581,612
1922,192,5474
26441,2197,876
1684,55,7123
2749,19,9271
6390,36,8824
5307,566,2706
2140,175,5633
4491,242,5069
35072,169,4458
7664,32,9349
35466,1266,1068
181,2116,1749
32222,9,9458
14921,2284,1032
3220,284,3504
1568,1530,1790
591,2360,1425
20457,2223,970
33520,67,3150
10297,194,5187
2294,381,3894
24637,15,9625
1338,137,5427
3456,1710,2460
8348,855,2979
12029,1006,1282
6594,5003,228
35673,98,5425
29758,2073,556
245,8709,146
22835,1613,1293
36148,18,8182
2371,170,5801
30679,105,4559
25113,56,8109
10114,6,9985
913,88,5364
36095,4,13355
9563,485,3661
1554,803,2730
2971,766,2904
1959,22,8224
36572,1,14040
1179,98,5307
10796,219,5757
24133,2806,535
2414,89,6810
1583,339,3263
25267,18,9871
1207,100,6284
18655,199,4043
26057,701,2529
9523,152,6456
541,737,3158
35159,319,3494
9794,13,9442
16982,936,2141
11715,296,4687
10690,131,5132
3941,131,5838
29785,2608,654
2309,161,6554
33926,1819,577
19919,100,4035
31361,1,11241
21781,343,3841
30311,262,2753
35416,3,7746
12499,40,8012
667,1695,1881
1451,183,6222
2417,759,3609
6714,575,3326
10459,6,9199
875,1230,1718
4803,39,8303
1079,692,2759
36962,20,2473
5600,13,10095
291,1232,2294
7774,296,4510
34106,241,3286
18377,1,12364
7662,3059,919
2604,689,2739
16442,114,6329
31865,132,4504
32526,1787,984
23931,26,7650
296,455,2927
10581,180,5197
33606,380,3752
28309,230,4218
2313,350,4756
30533,230,4493
567,1503,1394
7598,697,3194
30803,1,10895
12723,21,8775
35603,143,5363
11179,4256,699
6117,54,4866
17157,1305,2173
7,2449,1104
1537,32,8207
2562,732,2440
3559,274,3669
28673,29,5513
10029,2277,1170
30741,97,5394
1050,798,1516
8829,6,10408
22537,914,2372
31234,715,2118
8598,6,9205
8550,34,8965
19285,3098,1285
33434,11,7802
2045,20,9046
16870,3747,520
18619,880,2438
15307,159,6150
33013,88,3308
4106,2854,1002
31245,1440,1115
30885,2004,839
34978,234,4305
12149,1245,1656
864,444,3926
21851,70,5977
9435,280,3980
20785,6829,102
15451,7687,122
16728,3,10560
20243,1,11896
397,734,2972
1581,1122,2364
15783,86,6426
56,458,3221
8230,592,3781
29715,4,6626
9177,3,9862
2549,46,6404
1965,3309,1040
10507,558,2157
9568,54,7005
18063,6,9782
1074,3184,1485
2292,54,7335
1546,1768,1401
2154,1767,1342
23121,978,1550
511,142,5341
53,3082,1064
35806,324,3320
31658,1185,1129
6164,1585,1427
33193,1,10657
17871,196,5529
10165,5488,136
26163,2,11946
30313,2,11698
36166,19,6890
9154,16,8422
34964,879,1221
25719,436,4120
7915,13,9388
32034,24,8454
9201,1808,1581
5246,19,8913
14045,936,2500
34125,212,3652
292,612,3084
31237,1,12488
3874,43,7838
8246,4068,767
8525,10179,143
1487,1125,2767
3935,20,8465
2505,243,5277
1795,101,6495
3460,33,8537
17187,1268,1747
21105,2702,721
98,3528,986
32084,37,6305
34738,103,6871
9905,4,10342
34511,1,12616
31373,5,9050
7472,2644,1138
36424,46,5274
51,2491,1794
15005,577,2645
3816,39,8842
4719,1861,1313
8217,98,4691
4060,98,6341
25801,86,4578
2252,135,3500
950,709,3676
5027,109,5682
912,58,5887
7769,5751,422
32059,4,10737
198,2080,1073
16668,3217,741
3574,825,2634
31518,92,5884
430,10004,327
30953,117,4194
3033,863,2920
36027,1389,835
33130,1,9153
3352,1632,2131
32898,24,8725
35459,1216,1383
10213,3853,496
35465,15,8735
1040,41,6766
33142,856,2066
975,569,2943
22759,673,2907
10342,30,8506
1389,181,5722
311,116,4646
6733,31,8258
32870,234,3464
569,699,2295
1240,1605,2197
34453,120,5309
3213,13,7962
21327,4368,411
3125,73,5264
31885,67,5664
21775,58,7793
2828,170,4444
34529,67,6276
21497,189,5120
1252,167,5077
3736,58,7225
28835,67,6250
20517,922,1969
3147,36,9122
34076,717,1977
33997,29,7038
5535,8,9916
19211,1368,2116
4454,569,3694
17897,68,8099
31793,588,2834
21641,43,8065
24037,1538,1446
12431,1270,881
228,5380,334
28391,1588,895
1617,54,6825
6941,335,4754
8685,2,11739
495,430,3282
8634,1796,1770
35086,5,4272
16592,8548,107
234,105,6147
10391,305,4254
10431,1055,2564
24629,1128,1420
10863,7966,328
25907,568,2502
11483,252,4933
358,1019,2641
3637,5,9717
14663,505,3616
694,972,2560
22293,14,10747
34927,1,8349
18671,6581,211
2015,111,7103
1453,563,2077
28861,442,3656
8460,4492,562
10513,97,6882
2009,42,7891
1580,44,8129
33075,685,2289
1593,1677,2424
11255,379,3531
32313,490,2475
2686,43,7327
19953,327,3921
33949,466,3109
581,413,4271
1311,2307,2034
35727,92,5746
12157,168,4837
2826,77,7779
6548,1599,2524
14237,743,2171
8422,1156,2210
2820,60,7878
30375,561,2156
3488,85,5738
9525,16,9954
443,2658,1902
12021,478,2985
3268,689,3413
9479,2289,949
3758,19,9997
12715,42,7574
3802,146,6434
16762,5628,401
32105,1500,331
31645,934,2097
31283,363,3864
28479,431,3094
5277,4447,565
1387,360,4125
34872,1,12381
2057,101,7082
4138,137,7116
9797,3,10591
31080,966,1606
3032,748,3087
11385,355,3055
10357,2228,723
4014,17,9048
14347,538,3691
1792,204,4087
34962,500,2567
1298,172,5959
15687,3280,1087
32086,1217,1485
11065,221,4655
1443,125,5671
10589,3563,854
3691,9,9330
34504,254,2768
1155,54,7794
206,668,2727
35815,159,3916
1297,167,5845
1262,392,4047
23277,4848,261
32321,44,6648
37047,12,5157
3389,1391,2511
9798,107,6147
2724,548,3660
27387,935,1847
28677,5860,190
2508,3266,1297
341,1578,1760
28105,481,2995
1103,339,3595
1386,192,5492
1270,355,4152
297,1935,1719
401,2970,1400
3001,1780,1500
3279,9,10044
17741,2005,978
21829,350,3513
30778,805,1311
264,2747,1262
6877,403,3906
9588,112,5625
3435,16,9021
5983,196,4952
156,2257,1374
9996,116,3085
34204,147,3885
27967,368,3597
3193,68,6773
3626,285,4049
10525,12,9858
13203,844,2030
15119,1483,1116
5485,225,3715
2157,137,5183
33203,805,1489
1517,353,3816
17813,517,4162
121,18422,21
5630,9733,156
37180,1,14152
2963,4511,677
2903,106,4432
4970,2647,1325
26453,62,5449
2066,28,8489
10224,4,9950
10360,5,10618
17875,959,2365
8353,4,10358
740,3880,964
12505,1048,2562
35158,4,11302
29831,123,4897
16241,1015,2309
1492,221,3923
34177,490,2083
507,1654,2397
30445,41,7636
9736,3030,925
1618,74,5898
35007,1,12887
34295,205,4548
31240,9832,36
33846,12,9247
200,518,2814
25397,4318,265
9121,134,6708
31846,51,8021
24151,2028,1257
32881,154,3181
17209,10,11196
12689,26,8592
32892,1,11606
586,1329,1714
34290,66,4968
31785,18,7217
10703,351,4115
2466,27,8954
1324,288,4342
1113,139,6589
5356,4361,550
5234,1,10029
4720,1664,1180
30948,599,2375
77,2273,1574
2032,209,4379
32174,148,4988
15863,1081,1731
6899,44,7977
20045,1215,1940
9890,799,2906
10578,3419,671
31911,46,7499
743,1494,1914
3915,35,7919
10697,166,4892
2076,102,3344
6553,934,2557
35315,231,3755
7561,137,6442
626,236,4585
22101,3094,564
34552,41,6386
1619,1019,3014
17505,1195,1479
6381,2075,1347
12611,359,2769
14719,5470,166
1856,350,4883
14345,10107,94
5228,644,2940
340,509,2929
5147,92,6409
30514,975,2348
32698,829,1806
461,2605,1662
2089,49,5899
599,128,5942
29854,2040,675
10349,15,9786
216,119,6794
5420,724,1544
36428,2,9854
1369,675,3361
32158,11,9753
3305,50,7174
3821,148,7052
5,6492,438
36124,756,1515
1227,36,7478
2087,36,7454
4689,163,6605
34389,458,2615
3102,426,3867
5713,1364,2426
10808,536,2603
7041,298,3945
17849,395,4129
34096,1762,934
1174,648,3146
2135,711,3480
36223,27,7461
6024,555,2701
3763,17,9381
34494,951,1011
79,6395,395
36727,1,13489
33173,123,5218
8063,1758,1675
4240,11,7952
4080,659,2490
31049,68,4491
2612,74,7947
754,39,6231
36577,10,10557
2001,15236,24
2814,47,9081
1606,2259,1118
919,326,3763
368,1936,1811
35757,303,2368
11813,725,2008
35909,6,9319
17917,41,6405
1541,152,4417
22147,6488,194
9393,141,5826
31452,750,1512
12745,30,8385
12117,706,2626
9979,159,5631
163,260,4836
896,3825,1132
7647,5848,356
34836,10,7885
34540,396,3444
22099,22,6678
5040,3012,743
1250,2540,1133
537,855,3523
32467,138,5833
30344,738,2448
27653,23,8366
4358,468,3545
3281,26,7976
23777,663,1703
4107,3406,914
3298,1189,2153
2429,67,7441
10338,211,4623
12053,873,2317
22673,667,2120
1614,1144,2243
10189,536,3245
1137,543,3588
3299,3084,1119
10739,1178,2396
12017,440,2843
36308,537,3189
36571,1,12451
1019,537,3051
2361,178,5629
31772,2551,681
33730,208,3798
29035,185,4921
16474,157,4906
634,1553,1453
11033,672,3817
36103,5,13741
33728,349,3005
7106,3,9845
10793,11273,49
17753,4,10745
1599,147,5730
21635,897,2369
3120,93,6863
19121,6,10887
2510,26,7869
2101,3,10756
4481,67,7355
8423,78,6338
345,803,2078
34822,2554,474
15699,2858,786
20843,219,4483
21469,332,3636
3577,757,2436
32015,437,2216
34451,1864,546
2993,11307,130
3176,10,8465
2106,150,4099
28595,4,9834
6060,6,10273
34100,444,2115
19297,126,6522
33720,63,5987
4835,6427,575
553,1728,1800
11705,317,4157
2695,231,4634
3312,382,3560
15377,1662,1251
1162,99,6676
32953,253,5155
33222,1057,1820
27,4317,638
1888,984,2908
834,4664,1024
3936,28,8876
31424,36,8100
12481,27,8519
32094,798,1492
33421,857,1323
15743,7,10034
10209,3577,931
35567,78,5673
1314,31,7933
2161,558,2669
482,2689,844
23237,821,2126
34541,379,2489
7708,124,4579
1941,209,4155
35070,4,10082
27655,4601,379
31988,2045,890
916,1561,1945
2967,188,5410
6203,1375,1698
2136,587,3801
9353,205,5024
13495,90,8287
4192,3027,1045
37045,32,4842
26015,10,11289
30746,370,3698
36135,3,7925
8249,105,6775
3668,172,4258
985,3010,1420
32188,2094,982
36038,3342,413
4052,521,3439
289,684,3132
2955,359,4513
1325,90,5173
3248,93,6695
18179,2698,670
35321,53,3565
8963,24,9139
31733,767,2313
21659,3232,774
6372,5140,716
23259,388,2686
16518,1453,1578
33025,64,5448
183,373,3749
21797,1441,1713
19619,27,8677
2973,130,6242
15379,4414,458
3322,931,2323
155,1561,2298
31403,63,6705
1148,112,5075
30449,3,10692
2471,509,2666
1198,738,3053
1821,149,5507
1576,763,2072
1093,8,8730
17787,40,8304
17731,273,4130
1829,3295,1125
16397,1901,1218
34547,464,1784
2451,192,3721
255,430,3993
12795,3,9683
31904,2122,689
13587,1609,2047
30911,2731,439
7619,24,7588
15453,144,6063
6275,347,4276
30896,101,5794
28979,2087,735
33308,31,7866
3053,339,4549
3290,8,9333
34745,212,2723
11799,39,8833
12673,1491,2246
3760,30,8783
886,1879,1834
405,4312,1070
20365,667,3092
19511,716,2600
19109,847,2436
3009,220,4715
6959,202,5517
2263,586,3740
4156,745,3578
1224,310,3637
9100,58,7314
21495,160,4326
6114,3501,384
8450,10,8707
788,1157,2722
5539,132,5731
23293,326,3561
