anime_id,title,title_english,image_url,source,episodes,status,airing,aired_string,aired,duration,rating,score,scored_by,rank,popularity,members,favorites,premiered,broadcast,producer,licensor,studio,genre,duration_min,aired_from_year,numberofviews
4814,Junjou Romantica 2,Junjo Romantica 2,https://myanimelist.cdn-dena.com/images/anime/6/38417.jpg,Manga,12,Finished Airing,f,"Oct 12, 2008 to Dec 28, 2008","{'from': '2008-10-12', 'to': '2008-12-28'}",24 min. per ep.,PG-13 - Teens 13 or older,8.15,66565,374,799,108186,1123,Fall 2008,Unknown,"Frontier Works, Kadokawa Shoten, Memory-Tech, Romantica club !!",Nozomi Entertainment,Studio Deen,"Comedy, Drama, Romance, Shounen Ai",24,2008.0,3782
7054,Kaichou wa Maid-sama!,Maid Sama!,https://myanimelist.cdn-dena.com/images/anime/6/25254.jpg,Manga,26,Finished Airing,f,"Apr 2, 2010 to Sep 24, 2010","{'from': '2010-04-02', 'to': '2010-09-24'}",24 min. per ep.,PG-13 - Teens 13 or older,8.2,315130,314,71,531292,14436,Spring 2010,Fridays at 01:55 (JST),"Geneon Universal Entertainment, TBS, Hakusensha, Half H.P Studio",Sentai Filmworks,J.C.Staff,"Comedy, Romance, School, Shoujo",24,2010.0,11877
1557,Shounen Onmyouji,Shonen Onmyoji,https://myanimelist.cdn-dena.com/images/anime/11/23852.jpg,Light novel,26,Finished Airing,f,"Oct 3, 2006 to Mar 13, 2007","{'from': '2006-10-03', 'to': '2007-03-13'}",23 min. per ep.,PG-13 - Teens 13 or older,7.68,14619,1158,1793,39422,274,Fall 2006,Unknown,"Sotsu, Marine Entertainment","Funimation, Geneon Entertainment USA",Studio Deen,"Action, Magic, Fantasy, Supernatural, Demons, Historical, Shoujo",23,2006.0,1226
11123,Sekaiichi Hatsukoi 2,Sekai Ichi Hatsukoi - World&#039;s Greatest First Love 2,https://myanimelist.cdn-dena.com/images/anime/8/34871.jpg,Manga,12,Finished Airing,f,"Oct 8, 2011 to Dec 24, 2011","{'from': '2011-10-08', 'to': '2011-12-24'}",24 min. per ep.,PG-13 - Teens 13 or older,8.23,53285,288,945,89543,726,Fall 2011,Unknown,"Lantis, Kadokawa Shoten, AT-X, KlockWorx",Funimation,Studio Deen,"Comedy, Drama, Romance, Shounen Ai",24,2011.0,2747
14227,Tonari no Kaibutsu-kun,My Little Monster,https://myanimelist.cdn-dena.com/images/anime/4/39779.jpg,Manga,13,Finished Airing,f,"Oct 2, 2012 to Dec 25, 2012","{'from': '2012-10-02', 'to': '2012-12-25'}",24 min. per ep.,PG-13 - Teens 13 or older,7.71,281448,1093,88,482105,4064,Fall 2012,Tuesdays at Unknown,"TV Tokyo, Aniplex, Nihon Ad Systems, Kodansha","NIS America, Inc.",Brain&#039;s Base,"Slice of Life, Comedy, Romance, School, Shoujo",24,2012.0,11019
269,Bleach,Bleach,https://myanimelist.cdn-dena.com/images/anime/3/40451.jpg,Manga,366,Finished Airing,f,"Oct 5, 2004 to Mar 27, 2012","{'from': '2004-10-05', 'to': '2012-03-27'}",24 min. per ep.,PG-13 - Teens 13 or older,7.9,433097,693,18,819284,40718,Fall 2004,Tuesdays at 18:00 (JST),"TV Tokyo, Aniplex, Dentsu, TV Tokyo Music, Studio Kelmadick, Shueisha",Viz Media,Studio Pierrot,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",24,2004.0,9085
59,Chobits,Chobits,https://myanimelist.cdn-dena.com/images/anime/4/24648.jpg,Manga,26,Finished Airing,f,"Apr 3, 2002 to Sep 25, 2002","{'from': '2002-04-03', 'to': '2002-09-25'}",24 min. per ep.,PG-13 - Teens 13 or older,7.53,175388,1546,188,317641,3271,Spring 2002,Wednesdays at 02:20 (JST),"TBS, Pioneer LDC","Funimation, Geneon Entertainment USA",Madhouse,"Sci-Fi, Comedy, Drama, Romance, Ecchi, Seinen",24,2002.0,10477
6045,Kimi ni Todoke,Kimi ni Todoke: From Me to You,https://myanimelist.cdn-dena.com/images/anime/7/17890.jpg,Manga,25,Finished Airing,f,"Oct 7, 2009 to Mar 31, 2010","{'from': '2009-10-07', 'to': '2010-03-31'}",22 min. per ep.,PG-13 - Teens 13 or older,8.13,212710,400,111,417136,8041,Fall 2009,Wednesdays at 00:59 (JST),"VAP, Nippon Television Network, Shueisha","NIS America, Inc.",Production I.G,"Slice of Life, Drama, Romance, School, Shoujo",22,2009.0,9989
1735,Naruto: Shippuuden,Naruto: Shippuden,https://myanimelist.cdn-dena.com/images/anime/5/17407.jpg,Manga,500,Finished Airing,f,"Feb 15, 2007 to Mar 23, 2017","{'from': '2007-02-15', 'to': '2017-03-23'}",23 min. per ep.,PG-13 - Teens 13 or older,8.18,385179,337,20,794112,42846,Winter 2007,Thursdays at 19:30 (JST),"TV Tokyo, Aniplex, KSS, Rakuonsha, TV Tokyo Music, Shueisha",Viz Media,Studio Pierrot,"Action, Adventure, Comedy, Super Power, Martial Arts, Shounen",23,2007.0,4312
8632,Chuuzumou,,https://myanimelist.cdn-dena.com/images/anime/6/23788.jpg,Original,1,Finished Airing,f,"Jan 3, 2010","{'from': '2009-01-03', 'to': '2009-01-03'}",13 min.,G - All Ages,6.87,216,4026,7721,1312,2,,,,,Studio Ghibli,Comedy,13,2009.0,27
210,Ranma ½,Ranma ½,https://myanimelist.cdn-dena.com/images/anime/13/6441.jpg,Manga,161,Finished Airing,f,"Apr 15, 1989 to Sep 25, 1992","{'from': '1989-04-15', 'to': '1992-09-25'}",24 min. per ep.,R+ - Mild Nudity,7.85,59911,802,623,134537,2742,Spring 1989,Unknown,"Shogakukan Productions, Kitty Films, Fuji TV, Shogakukan",Viz Media,Studio Deen,"Slice of Life, Comedy, Martial Arts, Fantasy",24,1989.0,3065
4224,Toradora!,Toradora!,https://myanimelist.cdn-dena.com/images/anime/13/22128.jpg,Light novel,25,Finished Airing,f,"Oct 2, 2008 to Mar 26, 2009","{'from': '2008-10-02', 'to': '2009-03-26'}",24 min. per ep.,PG-13 - Teens 13 or older,8.39,557898,174,13,910373,35322,Fall 2008,Thursdays at 01:20 (JST),"Genco, Starchild Records, Magic Capsule, Yomiuri Advertising, TV Tokyo Music","NIS America, Inc.",J.C.Staff,"Slice of Life, Comedy, Romance, School",24,2008.0,19859
10030,Bakuman. 2nd Season,Bakuman.,https://myanimelist.cdn-dena.com/images/anime/3/34923.jpg,Manga,25,Finished Airing,f,"Oct 1, 2011 to Mar 24, 2012","{'from': '2011-10-01', 'to': '2012-03-24'}",24 min. per ep.,PG-13 - Teens 13 or older,8.49,122090,108,374,201720,1023,Fall 2011,Saturdays at 17:30 (JST),"NHK, Shueisha",Media Blasters,J.C.Staff,"Comedy, Drama, Romance, Shounen",24,2011.0,5640
74,Gakuen Alice,Gakuen Alice,https://myanimelist.cdn-dena.com/images/anime/4/18118.jpg,Manga,26,Finished Airing,f,"Oct 30, 2004 to May 14, 2005","{'from': '2004-10-30', 'to': '2005-05-14'}",25 min. per ep.,G - All Ages,7.77,33244,941,1291,62951,1403,Fall 2004,Unknown,"Aniplex, Sogo Vision",Nozomi Entertainment,Group TAC,"Comedy, School, Shoujo, Super Power",25,2004.0,2132
4722,Skip Beat!,Skip Beat!,https://myanimelist.cdn-dena.com/images/anime/11/84022.jpg,Manga,25,Finished Airing,f,"Oct 6, 2008 to Mar 30, 2009","{'from': '2008-10-06', 'to': '2009-03-30'}",24 min. per ep.,PG-13 - Teens 13 or older,8.24,90699,282,488,164738,4668,Fall 2008,Mondays at 02:00 (JST),"Sotsu, Pony Canyon, Hakusensha, TV Tokyo Music",Pied Piper,Hal Film Maker,"Comedy, Drama, Romance, Shoujo",24,2008.0,5196
14397,Chihayafuru 2,,https://myanimelist.cdn-dena.com/images/anime/6/47435.jpg,Manga,25,Finished Airing,f,"Jan 12, 2013 to Jun 29, 2013","{'from': '2013-01-12', 'to': '2013-06-29'}",22 min. per ep.,PG-13 - Teens 13 or older,8.47,62720,116,757,114340,1116,Winter 2013,Unknown,"VAP, Nippon Television Network",Sentai Filmworks,Madhouse,"Drama, Game, Josei, School, Slice of Life, Sports",22,2013.0,3194
34083,Tansa Quest!,,https://myanimelist.cdn-dena.com/images/anime/11/82036.jpg,Game,1,Finished Airing,f,"Mar 26, 2015","{'from': '2015-03-26', 'to': '2015-03-26'}",1 min.,PG-13 - Teens 13 or older,4.85,34,12369,13287,87,0,,,Aniplex,,A-1 Pictures,"Fantasy, School",1,2015.0,2
10800,Chihayafuru,Chihayafuru,https://myanimelist.cdn-dena.com/images/anime/3/35749.jpg,Manga,25,Finished Airing,f,"Oct 5, 2011 to Mar 28, 2012","{'from': '2011-10-05', 'to': '2012-03-28'}",22 min. per ep.,PG-13 - Teens 13 or older,8.29,89081,246,348,213902,4524,Fall 2011,Wednesdays at Unknown,"VAP, Nippon Television Network",Sentai Filmworks,Madhouse,"Drama, Game, Josei, School, Slice of Life, Sports",22,2011.0,4446
3731,Itazura na Kiss,ItaKiss,https://myanimelist.cdn-dena.com/images/anime/10/19933.jpg,Manga,25,Finished Airing,f,"Apr 5, 2008 to Sep 25, 2008","{'from': '2008-04-05', 'to': '2008-09-25'}",24 min. per ep.,PG-13 - Teens 13 or older,7.7,91187,1108,473,170224,2632,Spring 2008,Saturdays at 02:25 (JST),"Bandai Visual, Trinity Sound",Discotek Media,TMS Entertainment,"Comedy, Romance, Shoujo",24,2008.0,5287
9513,Beelzebub,Beelzebub,https://myanimelist.cdn-dena.com/images/anime/3/28013.jpg,Manga,60,Finished Airing,f,"Jan 9, 2011 to Mar 25, 2012","{'from': '2011-01-09', 'to': '2012-03-25'}",24 min. per ep.,PG-13 - Teens 13 or older,8.02,136105,528,208,302082,3785,Winter 2011,Sundays at Unknown,"Studio Pierrot, Dentsu, Yomiuri Telecasting, Shueisha",Discotek Media,Pierrot Plus,"Action, Comedy, Demons, Supernatural, School, Shounen",24,2011.0,4937
5835,Hanasakeru Seishounen,,https://myanimelist.cdn-dena.com/images/anime/6/22695.jpg,Manga,39,Finished Airing,f,"Apr 5, 2009 to Feb 14, 2010","{'from': '2009-04-05', 'to': '2010-02-14'}",24 min. per ep.,PG-13 - Teens 13 or older,7.87,16772,753,1654,44633,500,Spring 2009,Unknown,,,Studio Pierrot,"Drama, Romance, Shoujo",24,2009.0,957
9863,SKET Dance,SKET Dance,https://myanimelist.cdn-dena.com/images/anime/9/73974.jpg,Manga,77,Finished Airing,f,"Apr 7, 2011 to Sep 27, 2012","{'from': '2011-04-07', 'to': '2012-09-27'}",24 min. per ep.,PG-13 - Teens 13 or older,8.33,44132,213,646,130264,2474,Spring 2011,Thursdays at 18:00 (JST),"TV Tokyo, Avex Entertainment, Dentsu",,Tatsunoko Production,"Comedy, School, Shounen",24,2011.0,2248
7817,B-gata H-kei,Yamada&#039;s First Time: B Gata H Kei,https://myanimelist.cdn-dena.com/images/anime/4/75227.jpg,4-koma manga,12,Finished Airing,f,"Apr 2, 2010 to Jun 18, 2010","{'from': '2010-04-02', 'to': '2010-06-18'}",24 min. per ep.,R+ - Mild Nudity,7.1,142827,3193,285,244791,1641,Spring 2010,Fridays at 01:00 (JST),"Dentsu, AT-X, DAX Production, Happinet Pictures, BIGLOBE, Shueisha, AG-ONE, RAY",Funimation,"Hal Film Maker, TYO Animations","Comedy, Romance, Ecchi, School, Seinen",24,2010.0,7528
120,Fruits Basket,Fruits Basket,https://myanimelist.cdn-dena.com/images/anime/4/75204.jpg,Manga,26,Finished Airing,f,"Jul 5, 2001 to Dec 27, 2001","{'from': '2001-07-05', 'to': '2001-12-27'}",24 min. per ep.,PG-13 - Teens 13 or older,7.77,167968,939,222,292572,7579,Summer 2001,Thursdays at 18:00 (JST),"TV Tokyo, Nihon Ad Systems, King Records",Funimation,Studio Deen,"Slice of Life, Comedy, Drama, Romance, Fantasy, Shoujo",24,2001.0,8705
957,Saiunkoku Monogatari,The Story of Saiunkoku,https://myanimelist.cdn-dena.com/images/anime/1/957.jpg,Light novel,39,Finished Airing,f,"Apr 8, 2006 to Feb 24, 2007","{'from': '2006-04-08', 'to': '2007-02-24'}",25 min. per ep.,PG-13 - Teens 13 or older,8.04,23467,512,1313,61739,1059,Spring 2006,Unknown,"NHK, Sogo Vision","Funimation, Geneon Entertainment USA",Madhouse,"Adventure, Fantasy, Comedy, Romance, Historical, Drama",25,2006.0,1628
1974,Glass no Kamen (2005),Glass Mask,https://myanimelist.cdn-dena.com/images/anime/1/2043.jpg,Manga,51,Finished Airing,f,"Apr 6, 2005 to Mar 29, 2006","{'from': '2005-04-06', 'to': '2006-03-29'}",25 min. per ep.,G - All Ages,8.18,7348,333,2523,22123,365,Spring 2005,Unknown,"TMS Entertainment, MediaNet",Sentai Filmworks,Tokyo Movie Shinsha,"Drama, Shoujo",25,2005.0,448
857,Air Gear,Air Gear,https://myanimelist.cdn-dena.com/images/anime/11/18227.jpg,Manga,25,Finished Airing,f,"Apr 5, 2006 to Sep 27, 2006","{'from': '2006-04-05', 'to': '2006-09-27'}",24 min. per ep.,R+ - Mild Nudity,7.64,126326,1233,297,235764,3254,Spring 2006,Unknown,"Marvelous, Kodansha","ADV Films, Funimation",Toei Animation,"Action, Comedy, Ecchi, Shounen, Sports",24,2006.0,6969
1914,Saiunkoku Monogatari 2nd Season,Tales of Saiunkoku,https://myanimelist.cdn-dena.com/images/anime/5/73277.jpg,Light novel,39,Finished Airing,f,"Apr 7, 2007 to Mar 8, 2008","{'from': '2007-04-07', 'to': '2008-03-08'}",25 min. per ep.,PG-13 - Teens 13 or older,8.16,11924,362,2233,27481,201,Spring 2007,Unknown,"NHK, Sogo Vision",,Madhouse,"Adventure, Comedy, Drama, Fantasy, Historical, Romance",25,2007.0,865
249,InuYasha,InuYasha,https://myanimelist.cdn-dena.com/images/anime/8/20483.jpg,Manga,167,Finished Airing,f,"Oct 16, 2000 to Sep 13, 2004","{'from': '2000-10-16', 'to': '2004-09-13'}",24 min. per ep.,PG-13 - Teens 13 or older,7.9,181978,697,141,371313,12282,Fall 2000,Mondays at 19:00 (JST),"Yomiuri Telecasting, Shogakukan",Viz Media,Sunrise,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Magic, Romance, Fantasy, Shounen",24,2000.0,7382
6645,Chu-Bra!!,Chu-Bra,https://myanimelist.cdn-dena.com/images/anime/1130/91352.jpg,Manga,12,Finished Airing,f,"Jan 4, 2010 to Mar 22, 2010","{'from': '2010-01-04', 'to': '2010-03-22'}",24 min. per ep.,PG-13 - Teens 13 or older,6.3,16688,6380,1858,37256,48,Winter 2010,Mondays at 23:30 (JST),GANSIS,,Zexcs,"Ecchi, Comedy, School, Seinen",24,2010.0,1500
5690,Nodame Cantabile Finale,,https://myanimelist.cdn-dena.com/images/anime/4/20712.jpg,Manga,11,Finished Airing,f,"Jan 15, 2010 to Mar 26, 2010","{'from': '2010-01-15', 'to': '2010-03-26'}",22 min. per ep.,PG-13 - Teens 13 or older,8.34,47983,203,995,84808,381,Winter 2010,Fridays at 00:45 (JST),"Fuji TV, Sony Music Entertainment",,J.C.Staff,"Comedy, Josei, Music, Romance",22,2010.0,3220
1571,Ghost Hunt,Ghost Hunt,https://myanimelist.cdn-dena.com/images/anime/11/73908.jpg,Novel,25,Finished Airing,f,"Oct 4, 2006 to Mar 28, 2007","{'from': '2006-10-04', 'to': '2007-03-28'}",25 min. per ep.,PG-13 - Teens 13 or older,7.92,69224,656,527,152490,2579,Fall 2006,Unknown,"TV Tokyo, Avex Entertainment, Marvelous, Delfi Sound",Funimation,J.C.Staff,"Comedy, Horror, Mystery, Shoujo, Supernatural",25,2006.0,4311
11759,Accel World,Accel World,https://myanimelist.cdn-dena.com/images/anime/8/38155.jpg,Light novel,24,Finished Airing,f,"Apr 7, 2012 to Sep 22, 2012","{'from': '2012-04-07', 'to': '2012-09-22'}",24 min. per ep.,PG-13 - Teens 13 or older,7.53,236083,1545,103,433343,3680,Spring 2012,Saturdays at 00:30 (JST),"Genco, Rakuonsha, Warner Bros., flying DOG, ASCII Media Works",Viz Media,Sunrise,"Action, Game, Sci-Fi, Romance, School",24,2012.0,8401
10250,Ultra B,,https://myanimelist.cdn-dena.com/images/anime/2/28227.jpg,Manga,119,Finished Airing,f,"Apr 5, 1987 to Mar 27, 1989","{'from': '1987-04-05', 'to': '1989-03-27'}",10 min. per ep.,G - All Ages,6.05,50,7250,11377,189,0,Spring 1987,Unknown,,,Shin-Ei Animation,"Comedy, Super Power",10,1987.0,3
7674,Bakuman.,Bakuman.,https://myanimelist.cdn-dena.com/images/anime/6/26138.jpg,Manga,25,Finished Airing,f,"Oct 2, 2010 to Apr 2, 2011","{'from': '2010-10-02', 'to': '2011-04-02'}",24 min. per ep.,PG-13 - Teens 13 or older,8.32,167429,216,172,332666,6846,Fall 2010,Unknown,"NHK, Shueisha","Media Blasters, NYAV Post",J.C.Staff,"Comedy, Drama, Romance, Shounen",24,2010.0,7806
1698,Nodame Cantabile,Nodame Cantabile,https://myanimelist.cdn-dena.com/images/anime/9/11986.jpg,Manga,23,Finished Airing,f,"Jan 12, 2007 to Jun 15, 2007","{'from': '2007-01-12', 'to': '2007-06-15'}",22 min. per ep.,PG-13 - Teens 13 or older,8.41,87363,163,381,198927,4443,Winter 2007,Fridays at Unknown,"Dentsu, Genco, Kodansha, Fuji TV, Magic Capsule, Sony Music Entertainment, Fuji Pacific Music Publishing",,J.C.Staff,"Music, Slice of Life, Comedy, Drama, Romance, Josei",22,2007.0,5431
14713,Kamisama Hajimemashita,Kamisama Kiss,https://myanimelist.cdn-dena.com/images/anime/3/85429.jpg,Manga,13,Finished Airing,f,"Oct 2, 2012 to Dec 25, 2012","{'from': '2012-10-02', 'to': '2012-12-25'}",24 min. per ep.,PG-13 - Teens 13 or older,8.14,138954,383,259,266342,6387,Fall 2012,Tuesdays at 02:05 (JST),"TV Tokyo, Dentsu, Sotsu, Pony Canyon, Hakusensha, DAX Production",Funimation,TMS Entertainment,"Comedy, Demons, Supernatural, Romance, Fantasy, Shoujo",24,2012.0,5285
232,Cardcaptor Sakura,Cardcaptor Sakura,https://myanimelist.cdn-dena.com/images/anime/8/60781.jpg,Manga,70,Finished Airing,f,"Apr 7, 1998 to Mar 21, 2000","{'from': '1998-04-07', 'to': '2000-03-21'}",25 min. per ep.,PG - Children,8.21,121898,297,292,237669,9453,Spring 1998,Tuesdays at 18:00 (JST),"NHK, Kodansha, Sogo Vision, YTV","Nelvana, NIS America, Inc., Geneon Entertainment USA",Madhouse,"Adventure, Comedy, Drama, Magic, Romance, Fantasy, School, Shoujo",25,1998.0,6711
233,Daa! Daa! Daa!,,https://myanimelist.cdn-dena.com/images/anime/3/21166.jpg,Manga,78,Finished Airing,f,"Mar 28, 2000 to Feb 26, 2002","{'from': '2000-03-28', 'to': '2002-02-26'}",25 min. per ep.,G - All Ages,7.78,6598,919,3045,15211,216,Spring 2000,Tuesdays at 18:00 (JST),,,J.C.Staff,"Comedy, Sci-Fi, Shoujo",25,2000.0,466
15771,Saint☆Oniisan (Movie),Saint☆Young Men (Movie),https://myanimelist.cdn-dena.com/images/anime/7/48723.jpg,Manga,1,Finished Airing,f,"May 10, 2013","{'from': '2013-05-10', 'to': '2013-05-10'}",1 hr. 29 min.,PG-13 - Teens 13 or older,7.94,20831,634,1690,43396,230,,,"Aniplex, Kodansha, Toho",,A-1 Pictures,"Comedy, Seinen, Slice of Life",89,2013.0,1281
9656,Kimi ni Todoke 2nd Season,Kimi ni Todoke: From Me To You 2,https://myanimelist.cdn-dena.com/images/anime/8/27174.jpg,Manga,12,Finished Airing,f,"Jan 12, 2011 to Mar 30, 2011","{'from': '2011-01-12', 'to': '2011-03-30'}",23 min. per ep.,PG-13 - Teens 13 or older,8.12,133548,412,322,224494,1117,Winter 2011,Wednesdays at 00:59 (JST),"VAP, Nippon Television Network, Shueisha","NIS America, Inc.",Production I.G,"Slice of Life, Drama, Romance, School, Shoujo",23,2011.0,7024
9926,Sekaiichi Hatsukoi,Sekai Ichi Hatsukoi - World&#039;s Greatest First Love,https://myanimelist.cdn-dena.com/images/anime/6/29763.jpg,Manga,12,Finished Airing,f,"Apr 9, 2011 to Jun 25, 2011","{'from': '2011-04-09', 'to': '2011-06-25'}",23 min. per ep.,PG-13 - Teens 13 or older,8.07,69250,469,701,121752,2908,Spring 2011,Unknown,"Lantis, Kadokawa Shoten, AT-X, DAX Production, KlockWorx",Funimation,Studio Deen,"Comedy, Drama, Romance, Shounen Ai",23,2011.0,3508
2564,Code-E,,https://myanimelist.cdn-dena.com/images/anime/10/57435.jpg,Original,12,Finished Airing,f,"Jul 4, 2007 to Sep 19, 2007","{'from': '2007-07-04', 'to': '2007-09-19'}",24 min. per ep.,G - All Ages,6.49,5866,5635,3214,13818,18,Summer 2007,Unknown,Nagoya TV Housou,,Studio Deen,"Comedy, Romance, School, Sci-Fi, Slice of Life",24,2007.0,558
3092,Junjou Romantica,Junjo Romantica,https://myanimelist.cdn-dena.com/images/anime/7/8811.jpg,Manga,12,Finished Airing,f,"Apr 11, 2008 to Jun 27, 2008","{'from': '2008-04-11', 'to': '2008-06-27'}",24 min. per ep.,PG-13 - Teens 13 or older,7.99,86423,568,568,146369,4707,Spring 2008,Unknown,"Frontier Works, Kadokawa Shoten, Memory-Tech, Romantica club !!",Nozomi Entertainment,Studio Deen,"Comedy, Drama, Romance, Shounen Ai",24,2008.0,4702
1579,Kiniro no Corda: Primo Passo,La corda d&#039;oro: primo passo,https://myanimelist.cdn-dena.com/images/anime/9/7228.jpg,Visual novel,25,Finished Airing,f,"Oct 2, 2006 to Mar 26, 2007","{'from': '2006-10-02', 'to': '2007-03-26'}",24 min. per ep.,PG-13 - Teens 13 or older,7.63,36820,1273,1138,72255,1126,Fall 2006,Unknown,"Aniplex, Hakusensha, Koei, TYO",Sentai Filmworks,Yumeta Company,"Comedy, Drama, Harem, Magic, Music, Romance, School, Shoujo",24,2006.0,2684
32370,D.Gray-man Hallow,D.Gray-man HALLOW,https://myanimelist.cdn-dena.com/images/anime/12/80766.jpg,Manga,13,Finished Airing,f,"Jul 5, 2016 to Sep 27, 2016","{'from': '2016-07-05', 'to': '2016-09-27'}",24 min. per ep.,R - 17+ (violence & profanity),7.92,40618,655,795,108764,825,Summer 2016,Tuesdays at 01:35 (JST),"TV Tokyo, Aniplex, Dentsu, Shueisha",Funimation,TMS Entertainment,"Action, Adventure, Super Power, Demons, Shounen",24,2016.0,1805
34152,Super Danganronpa 2.5: Komaeda Nagito to Sekai no Hakaimono,,https://myanimelist.cdn-dena.com/images/anime/10/83150.jpg,Original,1,Finished Airing,f,"Jan 12, 2017","{'from': '2017-01-12', 'to': '2017-01-12'}",25 min.,R - 17+ (violence & profanity),7.4,15423,2049,2044,31844,276,,,,,Lerche,"Action, Mystery, Horror, Psychological",25,2017.0,729
153,Juuni Kokuki,The Twelve Kingdoms,https://myanimelist.cdn-dena.com/images/anime/6/50859.jpg,Novel,45,Finished Airing,f,"Apr 9, 2002 to Aug 30, 2003","{'from': '2002-04-09', 'to': '2003-08-30'}",25 min. per ep.,PG-13 - Teens 13 or older,8.13,28791,399,1016,82925,1907,Spring 2002,Unknown,Sogo Vision,"Media Blasters, TOKYOPOP",Studio Pierrot,"Action, Adventure, Fantasy, Magic, Supernatural",25,2002.0,1912
27417,Diabolik Lovers OVA,,https://myanimelist.cdn-dena.com/images/anime/12/74238.jpg,Visual novel,1,Finished Airing,f,"Feb 26, 2015","{'from': '2015-02-26', 'to': '2015-02-26'}",11 min.,PG-13 - Teens 13 or older,6.04,9290,7260,2721,19268,64,,,Frontier Works,,"Production I.G, Zexcs","Harem, School, Vampire, Shoujo",11,2015.0,582
1051,Ao no 6-gou,Blue Submarine No. 6,https://myanimelist.cdn-dena.com/images/anime/3/20750.jpg,Manga,4,Finished Airing,f,"Oct 25, 1998 to Mar 25, 2000","{'from': '1998-10-25', 'to': '2000-03-25'}",32 min. per ep.,PG-13 - Teens 13 or older,7.14,16149,3026,1950,34469,184,,,,"Bandai Entertainment, Discotek Media",Gonzo,"Action, Adventure, Mecha, Military, Sci-Fi",32,1998.0,1338
12447,Ben-To Picture Drama,,https://myanimelist.cdn-dena.com/images/anime/13/34953.jpg,Light novel,6,Finished Airing,f,"Dec 21, 2011 to May 16, 2012","{'from': '2011-12-21', 'to': '2012-05-16'}",9 min. per ep.,PG-13 - Teens 13 or older,6.15,2806,6924,3977,8265,3,,,AT-X,,David Production,Comedy,9,2011.0,221
1381,Seikai no Monshou Special,,https://myanimelist.cdn-dena.com/images/anime/9/2753.jpg,Light novel,1,Finished Airing,f,"Apr 7, 2000","{'from': '2000-04-07', 'to': '2000-04-07'}",1 hr. 30 min.,PG-13 - Teens 13 or older,7.35,1050,2254,6165,2758,3,,,"Bandai Visual, WOWOW, BeSTACK",,Sunrise,"Action, Military, Romance, Sci-Fi, Space",90,2000.0,133
8022,Tegamibachi Gakuen,Letter Bee Academy,https://myanimelist.cdn-dena.com/images/anime/4/19573.jpg,Original,25,Finished Airing,f,"Jan 27, 2010 to Jul 23, 2010","{'from': '2010-01-27', 'to': '2010-07-23'}",3 min. per ep.,PG-13 - Teens 13 or older,7.42,1911,1953,4119,7644,7,,,,,Studio Pierrot,Comedy,3,2010.0,160
32666,Oniku Daisuki! Zeushi-kun: Suteki na Hamburger,,https://myanimelist.cdn-dena.com/images/anime/3/78398.jpg,Original,1,Finished Airing,f,"Feb 10, 2016","{'from': '2016-02-10', 'to': '2016-02-10'}",4 min.,G - All Ages,4.32,22,11629,12944,102,0,,,,,DLE,Comedy,4,2016.0,2
33775,Soul Buster,Soul Buster,https://myanimelist.cdn-dena.com/images/anime/3/82256.jpg,Manga,12,Finished Airing,f,"Oct 4, 2016 to Dec 11, 2016","{'from': '2016-10-04', 'to': '2016-12-11'}",13 min. per ep.,PG-13 - Teens 13 or older,5.91,4687,7553,2963,16223,13,Fall 2016,Tuesdays at 18:30 (JST),MAGES.,,Studio Pierrot,"Action, Samurai",13,2016.0,251
812,Chikyuu Shoujo Arjuna,Arjuna,https://myanimelist.cdn-dena.com/images/anime/4/57253.jpg,Original,13,Finished Airing,f,"Jan 9, 2001 to Mar 27, 2001","{'from': '2001-01-09', 'to': '2001-03-27'}",26 min. per ep.,PG-13 - Teens 13 or older,6.95,8111,3731,2600,21106,159,Winter 2001,Tuesdays at 18:00 (JST),"Bandai Visual, Sotsu",Bandai Entertainment,Satelight,"Adventure, Drama, Magic, Sci-Fi",26,2001.0,757
12695,Tight-rope,Tight-rope,https://myanimelist.cdn-dena.com/images/anime/2/38305.jpg,Manga,2,Finished Airing,f,"May 30, 2012 to Jun 27, 2012","{'from': '2012-05-30', 'to': '2012-06-27'}",23 min. per ep.,PG-13 - Teens 13 or older,7.25,14254,2634,2312,25742,71,,,,,PrimeTime,"Romance, Shounen Ai",23,2012.0,1033
14353,Death Billiards,Death Billiards,https://myanimelist.cdn-dena.com/images/anime/11/48721.jpg,Original,1,Finished Airing,f,"Mar 2, 2013","{'from': '2013-03-02', 'to': '2013-03-02'}",25 min.,R - 17+ (violence & profanity),8.01,81162,542,637,132203,226,,,,Funimation,Madhouse,"Game, Mystery, Psychological, Drama, Thriller",25,2013.0,4587
5235,Live On Cardliver Kakeru,,https://myanimelist.cdn-dena.com/images/anime/9/21028.jpg,Manga,51,Finished Airing,f,"Oct 5, 2008 to Sep 27, 2009","{'from': '2008-10-05', 'to': '2009-09-27'}",23 min. per ep.,PG - Children,6.86,97,4074,9003,673,3,Fall 2008,Unknown,"Sotsu, Sakura Create",,TMS Entertainment,"Game, Fantasy",23,2008.0,11
